Date,Currency,Central Rate,Inflation Rate NG,Inflation Rate US,Crude Oil Price in USD
2019-10-18,US DOLLAR,306.4,11.61,1.8,62.07
2019-10-21,US DOLLAR,306.4,11.61,1.8,60.72
2019-10-22,US DOLLAR,306.45,11.61,1.8,61.54
2019-10-23,US DOLLAR,306.45,11.61,1.8,61.5
2019-10-24,US DOLLAR,306.45,11.61,1.8,63.12
2019-10-25,US DOLLAR,306.45,11.61,1.8,63.4
2019-10-29,US DOLLAR,306.5,11.61,1.8,61.93
2019-10-30,US DOLLAR,306.5,11.61,1.8,62.54
2019-10-31,US DOLLAR,306.5,11.61,1.8,61.68
2019-11-01,US DOLLAR,306.5,11.85,2.1,60.83
2019-11-04,US DOLLAR,306.45,11.85,2.1,62.54
2019-11-05,US DOLLAR,306.45,11.85,2.1,63.1
2019-11-06,US DOLLAR,306.45,11.85,2.1,63.16
2019-11-07,US DOLLAR,306.4,11.85,2.1,63.0
2019-11-08,US DOLLAR,306.4,11.85,2.1,61.92
2019-11-12,US DOLLAR,306.4,11.85,2.1,63.3
2019-11-13,US DOLLAR,306.4,11.85,2.1,62.1
2019-11-14,US DOLLAR,306.4,11.85,2.1,63.47
2019-11-15,US DOLLAR,306.4,11.85,2.1,63.67
2019-11-18,US DOLLAR,306.45,11.85,2.1,64.33
2019-11-19,US DOLLAR,306.45,11.85,2.1,63.19
2019-11-20,US DOLLAR,306.45,11.85,2.1,62.25
2019-11-21,US DOLLAR,306.45,11.85,2.1,64.35
2019-11-22,US DOLLAR,306.45,11.85,2.1,66.1
2019-11-25,US DOLLAR,306.45,11.85,2.1,65.0
2019-11-26,US DOLLAR,306.5,11.85,2.1,65.58
2019-11-27,US DOLLAR,306.5,11.85,2.1,65.86
2019-11-28,US DOLLAR,306.5,11.85,2.1,65.67
2019-11-29,US DOLLAR,306.5,11.85,2.1,65.87
2019-12-02,US DOLLAR,306.45,11.98,2.3,64.39
2019-12-03,US DOLLAR,306.45,11.98,2.3,63.76
2019-12-04,US DOLLAR,306.45,11.98,2.3,65.2
2019-12-05,US DOLLAR,306.45,11.98,2.3,67.08
2019-12-06,US DOLLAR,306.45,11.98,2.3,66.99
2019-12-09,US DOLLAR,306.4,11.98,2.3,67.51
2019-12-10,US DOLLAR,306.4,11.98,2.3,67.52
2019-12-12,US DOLLAR,306.4,11.98,2.3,67.61
2019-12-13,US DOLLAR,306.4,11.98,2.3,68.53
2019-12-16,US DOLLAR,306.45,11.98,2.3,69.23
2019-12-17,US DOLLAR,306.45,11.98,2.3,69.87
2019-12-18,US DOLLAR,306.45,11.98,2.3,70.04
2019-12-19,US DOLLAR,306.45,11.98,2.3,70.56
2019-12-20,US DOLLAR,306.45,11.98,2.3,70.68
2019-12-23,US DOLLAR,306.5,11.98,2.3,70.0
2019-12-24,US DOLLAR,306.5,11.98,2.3,69.12
2019-12-27,US DOLLAR,306.5,11.98,2.3,71.31
2019-12-30,US DOLLAR,306.5,11.98,2.3,70.57
2020-01-02,US DOLLAR,306.5,12.3,2.5,69.04
2020-01-03,US DOLLAR,306.5,12.3,2.5,71.21
2020-01-06,US DOLLAR,306.5,12.3,2.5,71.98
2020-01-07,US DOLLAR,306.5,12.3,2.5,72.18
2020-01-08,US DOLLAR,306.45,12.3,2.5,71.48
2020-01-10,US DOLLAR,306.45,12.3,2.5,68.88
2020-01-13,US DOLLAR,306.45,12.3,2.5,68.64
2020-01-14,US DOLLAR,306.4,12.3,2.5,67.3
2020-01-15,US DOLLAR,306.4,12.3,2.5,66.04
2020-01-16,US DOLLAR,306.4,12.3,2.5,67.38
2020-01-17,US DOLLAR,306.4,12.3,2.5,66.7
2020-01-20,US DOLLAR,306.45,12.3,2.5,67.28
2020-01-21,US DOLLAR,306.45,12.3,2.5,66.31
2020-01-22,US DOLLAR,306.45,12.3,2.5,64.76
2020-01-23,US DOLLAR,306.45,12.3,2.5,63.91
2020-01-24,US DOLLAR,306.45,12.3,2.5,61.99
2020-01-27,US DOLLAR,306.45,12.3,2.5,61.19
2020-01-28,US DOLLAR,306.5,12.3,2.5,62.02
2020-01-29,US DOLLAR,306.5,12.3,2.5,62.56
2020-01-30,US DOLLAR,306.5,12.3,2.5,61.02
2020-01-31,US DOLLAR,306.5,12.3,2.5,61.07
2020-02-03,US DOLLAR,306.5,12.2,2.3,57.3
2020-02-04,US DOLLAR,306.5,12.2,2.3,57.2
2020-02-05,US DOLLAR,306.45,12.2,2.3,58.66
2020-02-06,US DOLLAR,306.45,12.2,2.3,58.48
2020-02-07,US DOLLAR,306.45,12.2,2.3,57.83
2020-02-10,US DOLLAR,306.4,12.2,2.3,56.69
2020-02-11,US DOLLAR,306.4,12.2,2.3,56.55
2020-02-12,US DOLLAR,306.4,12.2,2.3,58.09
2020-02-13,US DOLLAR,306.45,12.2,2.3,58.89
2020-02-14,US DOLLAR,306.45,12.2,2.3,59.92
2020-02-17,US DOLLAR,306.45,12.2,2.3,60.38
2020-02-18,US DOLLAR,306.45,12.2,2.3,59.9
2020-02-19,US DOLLAR,306.5,12.2,2.3,62.27
2020-02-20,US DOLLAR,306.5,12.2,2.3,62.64
2020-02-21,US DOLLAR,306.5,12.2,2.3,61.15
2020-02-24,US DOLLAR,306.45,12.2,2.3,58.59
2020-02-25,US DOLLAR,306.45,12.2,2.3,58.62
2020-02-26,US DOLLAR,306.45,12.2,2.3,57.51
2020-02-27,US DOLLAR,306.45,12.2,2.3,54.74
2020-02-28,US DOLLAR,306.45,12.2,2.3,53.76
2020-03-02,US DOLLAR,306.5,12.26,1.5,54.97
2020-03-03,US DOLLAR,306.5,12.26,1.5,54.69
2020-03-04,US DOLLAR,306.5,12.26,1.5,54.31
2020-03-05,US DOLLAR,306.5,12.26,1.5,53.74
2020-03-06,US DOLLAR,306.5,12.26,1.5,48.05
2020-03-09,US DOLLAR,306.5,12.26,1.5,37.33
2020-03-10,US DOLLAR,306.45,12.26,1.5,37.57
2020-03-11,US DOLLAR,306.45,12.26,1.5,36.83
2020-03-12,US DOLLAR,306.45,12.26,1.5,33.02
2020-03-16,US DOLLAR,306.45,12.26,1.5,31.47
2020-03-17,US DOLLAR,306.5,12.26,1.5,29.61
2020-03-18,US DOLLAR,306.5,12.26,1.5,27.56
2020-03-19,US DOLLAR,306.5,12.26,1.5,25.38
2020-03-20,US DOLLAR,360.5,12.26,1.5,27.93
2020-03-23,US DOLLAR,360.5,12.26,1.5,25.0
2020-03-24,US DOLLAR,360.5,12.26,1.5,23.05
2020-03-25,US DOLLAR,360.5,12.26,1.5,21.4
2020-03-26,US DOLLAR,360.5,12.26,1.5,21.39
2020-03-27,US DOLLAR,360.5,12.26,1.5,18.47
2020-03-30,US DOLLAR,360.5,12.26,1.5,15.07
2020-03-31,US DOLLAR,360.5,12.26,1.5,15.26
2020-04-01,US DOLLAR,360.5,12.35,0.3,11.03
2020-04-02,US DOLLAR,360.5,12.35,0.3,14.75
2020-04-03,US DOLLAR,360.5,12.35,0.3,19.0
2020-04-06,US DOLLAR,360.5,12.35,0.3,17.69
2020-04-07,US DOLLAR,360.5,12.35,0.3,19.56
2020-04-08,US DOLLAR,360.5,12.35,0.3,20.72
2020-04-09,US DOLLAR,360.5,12.35,0.3,18.47
2020-04-14,US DOLLAR,360.5,12.35,0.3,18.58
2020-04-15,US DOLLAR,360.5,12.35,0.3,15.53
2020-04-16,US DOLLAR,360.5,12.35,0.3,14.53
2020-04-17,US DOLLAR,360.5,12.35,0.3,15.4
2020-04-20,US DOLLAR,360.5,12.35,0.3,13.84
2020-04-21,US DOLLAR,360.5,12.35,0.3,7.15
2020-04-22,US DOLLAR,360.5,12.35,0.3,9.02
2020-04-23,US DOLLAR,360.5,12.35,0.3,11.54
2020-04-24,US DOLLAR,360.5,12.35,0.3,11.35
2020-04-27,US DOLLAR,360.5,12.35,0.3,9.75
2020-04-28,US DOLLAR,360.5,12.35,0.3,10.62
2020-04-29,US DOLLAR,360.5,12.35,0.3,13.18
2020-04-30,US DOLLAR,360.5,12.35,0.3,13.88
2020-05-04,US DOLLAR,360.5,12.4,0.1,14.79
2020-05-05,US DOLLAR,360.5,12.4,0.1,20.38
2020-05-06,US DOLLAR,360.5,12.4,0.1,19.61
2020-05-07,US DOLLAR,360.5,12.4,0.1,25.97
2020-05-11,US DOLLAR,360.5,12.4,0.1,26.23
2020-05-12,US DOLLAR,360.5,12.4,0.1,27.01
2020-05-13,US DOLLAR,360.5,12.4,0.1,26.57
2020-05-14,US DOLLAR,360.5,12.4,0.1,26.89
2020-05-15,US DOLLAR,360.5,12.4,0.1,28.29
2020-05-18,US DOLLAR,360.5,12.4,0.1,32.2
2020-05-19,US DOLLAR,360.5,12.4,0.1,32.25
2020-05-21,US DOLLAR,360.5,12.4,0.1,34.88
2020-05-22,US DOLLAR,360.5,12.4,0.1,33.51
2020-05-27,US DOLLAR,360.5,12.4,0.1,33.69
2020-05-28,US DOLLAR,360.5,12.4,0.1,33.5
2020-05-29,US DOLLAR,360.5,12.4,0.1,33.91
2020-06-01,US DOLLAR,360.5,12.56,0.6,36.09
2020-06-02,US DOLLAR,360.5,12.56,0.6,37.8
2020-06-03,US DOLLAR,360.5,12.56,0.6,37.84
2020-06-04,US DOLLAR,360.5,12.56,0.6,37.91
2020-06-05,US DOLLAR,360.5,12.56,0.6,41.24
2020-06-08,US DOLLAR,360.5,12.56,0.6,40.37
2020-06-09,US DOLLAR,360.5,12.56,0.6,39.21
2020-06-10,US DOLLAR,360.5,12.56,0.6,40.06
2020-06-11,US DOLLAR,360.5,12.56,0.6,38.33
2020-06-15,US DOLLAR,360.5,12.56,0.6,38.69
2020-06-16,US DOLLAR,360.5,12.56,0.6,40.35
2020-06-17,US DOLLAR,360.5,12.56,0.6,40.52
2020-06-18,US DOLLAR,360.5,12.56,0.6,41.7
2020-06-19,US DOLLAR,360.5,12.56,0.6,42.94
2020-06-22,US DOLLAR,360.5,12.56,0.6,42.98
2020-06-23,US DOLLAR,360.5,12.56,0.6,43.72
2020-06-24,US DOLLAR,360.5,12.56,0.6,40.71
2020-06-25,US DOLLAR,360.5,12.56,0.6,40.98
2020-06-26,US DOLLAR,360.5,12.56,0.6,41.07
2020-06-29,US DOLLAR,360.5,12.56,0.6,41.67
2020-06-30,US DOLLAR,360.5,12.56,0.6,42.49
2020-07-01,US DOLLAR,360.5,12.82,1.0,43.15
2020-07-02,US DOLLAR,360.5,12.82,1.0,43.55
2020-07-03,US DOLLAR,360.5,12.82,1.0,43.85
2020-07-06,US DOLLAR,360.5,12.82,1.0,44.04
2020-07-07,US DOLLAR,360.5,12.82,1.0,44.5
2020-07-08,US DOLLAR,360.5,12.82,1.0,44.42
2020-07-10,US DOLLAR,360.5,12.82,1.0,43.88
2020-07-13,US DOLLAR,360.5,12.82,1.0,44.53
2020-07-14,US DOLLAR,360.5,12.82,1.0,44.33
2020-07-15,US DOLLAR,360.5,12.82,1.0,44.91
2020-07-16,US DOLLAR,360.5,12.82,1.0,45.15
2020-07-17,US DOLLAR,360.5,12.82,1.0,44.43
2020-07-20,US DOLLAR,360.5,12.82,1.0,43.91
2020-07-21,US DOLLAR,360.5,12.82,1.0,45.56
2020-07-22,US DOLLAR,360.5,12.82,1.0,44.17
2020-07-23,US DOLLAR,360.5,12.82,1.0,44.5
2020-07-24,US DOLLAR,360.5,12.82,1.0,43.91
2020-07-27,US DOLLAR,360.5,12.82,1.0,43.3
2020-07-28,US DOLLAR,360.5,12.82,1.0,43.92
2020-07-29,US DOLLAR,360.5,12.82,1.0,44.39
2020-08-03,US DOLLAR,360.5,13.22,1.0,44.3
2020-08-04,US DOLLAR,360.5,13.22,1.0,44.38
2020-08-05,US DOLLAR,360.5,13.22,1.0,46.2
2020-08-06,US DOLLAR,379.5,13.22,1.0,45.69
2020-08-07,US DOLLAR,379.5,13.22,1.0,44.72
2020-08-10,US DOLLAR,379.5,13.22,1.0,44.54
2020-08-11,US DOLLAR,379.5,13.22,1.0,44.75
2020-08-12,US DOLLAR,379.5,13.22,1.0,45.45
2020-08-13,US DOLLAR,379.5,13.22,1.0,45.5
2020-08-14,US DOLLAR,379.5,13.22,1.0,45.2
2020-08-17,US DOLLAR,379.5,13.22,1.0,45.08
2020-08-18,US DOLLAR,379.5,13.22,1.0,45.57
2020-08-19,US DOLLAR,379.5,13.22,1.0,45.24
2020-08-20,US DOLLAR,379.5,13.22,1.0,44.49
2020-08-21,US DOLLAR,379.5,13.22,1.0,43.54
2020-08-24,US DOLLAR,379.5,13.22,1.0,44.33
2020-08-25,US DOLLAR,379.5,13.22,1.0,46.21
2020-08-26,US DOLLAR,379.5,13.22,1.0,45.94
2020-08-27,US DOLLAR,379.5,13.22,1.0,44.77
2020-08-28,US DOLLAR,379.5,13.22,1.0,44.94
2020-08-31,US DOLLAR,379.5,13.22,1.0,45.26
2020-09-01,US DOLLAR,379.5,13.71,1.4,45.66
2020-09-02,US DOLLAR,379.5,13.71,1.4,44.66
2020-09-03,US DOLLAR,379.5,13.71,1.4,41.19
2020-09-04,US DOLLAR,379.5,13.71,1.4,42.92
2020-09-07,US DOLLAR,379.5,13.71,1.4,40.68
2020-09-08,US DOLLAR,379.5,13.71,1.4,38.62
2020-09-09,US DOLLAR,379.5,13.71,1.4,40.0
2020-09-10,US DOLLAR,379.5,13.71,1.4,39.7
2020-09-11,US DOLLAR,379.5,13.71,1.4,39.36
2020-09-14,US DOLLAR,379.5,13.71,1.4,38.39
2020-09-15,US DOLLAR,379.5,13.71,1.4,38.96
2020-09-16,US DOLLAR,379.5,13.71,1.4,40.73
2020-09-17,US DOLLAR,379.5,13.71,1.4,42.19
2020-09-18,US DOLLAR,379.5,13.71,1.4,42.23
2020-09-21,US DOLLAR,379.5,13.71,1.4,39.98
2020-09-22,US DOLLAR,379.5,13.71,1.4,39.86
2020-09-22,US DOLLAR,379.5,13.71,1.4,40.8
2020-09-23,US DOLLAR,379.5,13.71,1.4,41.3
2020-09-24,US DOLLAR,379.5,13.71,1.4,40.71
2020-09-25,US DOLLAR,379.5,13.71,1.4,40.59
2020-09-28,US DOLLAR,379.5,13.71,1.4,40.94
2020-09-29,US DOLLAR,379.5,13.71,1.4,39.91
2020-09-30,US DOLLAR,379.5,13.71,1.4,39.74
2020-10-02,US DOLLAR,379.5,14.23,1.2,38.05
2020-10-05,US DOLLAR,380.5,14.23,1.2,39.57
2020-10-06,US DOLLAR,379.5,14.23,1.2,40.66
2020-10-07,US DOLLAR,379.5,14.23,1.2,39.65
2020-10-08,US DOLLAR,379.5,14.23,1.2,41.01
2020-10-12,US DOLLAR,379.5,14.23,1.2,39.95
2020-10-13,US DOLLAR,379.5,14.23,1.2,40.79
2020-10-14,US DOLLAR,379.5,14.23,1.2,41.05
2020-10-15,US DOLLAR,379.5,14.23,1.2,40.37
2020-10-16,US DOLLAR,379.5,14.23,1.2,40.88
2020-10-19,US DOLLAR,379.5,14.23,1.2,41.17
2020-10-20,US DOLLAR,379.5,14.23,1.2,40.39
2020-10-21,US DOLLAR,379.5,14.23,1.2,39.67
2020-10-22,US DOLLAR,379.5,14.23,1.2,41.08
2020-10-23,US DOLLAR,379.5,14.23,1.2,40.91
2020-10-26,US DOLLAR,379.5,14.23,1.2,38.99
2020-10-27,US DOLLAR,379.5,14.23,1.2,39.73
2020-10-28,US DOLLAR,379.5,14.23,1.2,37.79
2020-10-30,US DOLLAR,379.5,14.23,1.2,36.37
2020-11-02,US DOLLAR,379.5,14.89,1.2,36.49
2020-11-03,US DOLLAR,379.5,14.89,1.2,38.04
2020-11-04,US DOLLAR,379.5,14.89,1.2,39.19
2020-11-05,US DOLLAR,379.5,14.89,1.2,39.5
2020-11-06,US DOLLAR,379.5,14.89,1.2,38.38
2020-11-09,US DOLLAR,379.5,14.89,1.2,41.15
2020-11-10,US DOLLAR,379.5,14.89,1.2,41.65
2020-11-11,US DOLLAR,379.5,14.89,1.2,43.06
2020-11-12,US DOLLAR,379.5,14.89,1.2,42.54
2020-11-13,US DOLLAR,379.5,14.89,1.2,41.66
2020-11-16,US DOLLAR,379.5,14.89,1.2,42.95
2020-11-17,US DOLLAR,379.5,14.89,1.2,42.01
2020-11-18,US DOLLAR,379.5,14.89,1.2,42.96
2020-11-18,US DOLLAR,379.5,14.89,1.2,42.96
2020-11-19,US DOLLAR,379.5,14.89,1.2,42.74
2020-11-20,US DOLLAR,379.5,14.89,1.2,43.16
2020-11-23,US DOLLAR,379.5,14.89,1.2,44.65
2020-11-24,US DOLLAR,379.5,14.89,1.2,47.48
2020-11-25,US DOLLAR,379.5,14.89,1.2,47.73
2020-11-26,US DOLLAR,379.5,14.89,1.2,26.27
2020-11-27,US DOLLAR,379.5,14.89,1.2,47.34
2020-11-30,US DOLLAR,379.5,14.89,1.2,46.67
2020-12-01,US DOLLAR,379.5,15.75,1.4,47.66
2020-12-02,US DOLLAR,379.5,15.75,1.4,48.45
2020-12-03,US DOLLAR,379.5,15.75,1.4,48.45
2020-12-04,US DOLLAR,379.5,15.75,1.4,49.43
2020-12-07,US DOLLAR,379.5,15.75,1.4,49.35
2020-12-08,US DOLLAR,379.5,15.75,1.4,49.31
2020-12-09,US DOLLAR,379.5,15.75,1.4,49.14
2020-12-10,US DOLLAR,379.5,15.75,1.4,51.4
2020-12-14,US DOLLAR,379.5,15.75,1.4,49.98
2020-12-15,US DOLLAR,379.5,15.75,1.4,51.22
2020-12-16,US DOLLAR,379.5,15.75,1.4,51.87
2020-12-17,US DOLLAR,379.5,15.75,1.4,51.55
2020-12-18,US DOLLAR,379.5,15.75,1.4,52.5
2020-12-21,US DOLLAR,379.5,15.75,1.4,50.32
2020-12-22,US DOLLAR,379.5,15.75,1.4,50.6
2020-12-23,US DOLLAR,379.5,15.75,1.4,51.66
2020-12-24,US DOLLAR,379.5,15.75,1.4,50.99
2020-12-29,US DOLLAR,379.5,15.75,1.4,51.11
2020-12-30,US DOLLAR,379.5,15.75,1.4,50.94
2020-12-31,US DOLLAR,379.5,15.75,1.4,51.27
2021-01-04,US DOLLAR,379.5,16.47,1.4,50.67
2021-01-05,US DOLLAR,379.5,16.47,1.4,52.96
2021-01-06,US DOLLAR,379.5,16.47,1.4,54.66
2021-01-07,US DOLLAR,379.5,16.47,1.4,54.38
2021-01-08,US DOLLAR,379.5,16.47,1.4,55.42
2021-01-12,US DOLLAR,379.5,16.47,1.4,56.39
2021-01-13,US DOLLAR,379.5,16.47,1.4,56.2
2021-01-14,US DOLLAR,379.5,16.47,1.4,55.46
2021-01-15,US DOLLAR,379.5,16.47,1.4,55.203
2021-01-18,US DOLLAR,379.5,16.47,1.4,54.9
2021-01-19,US DOLLAR,379.5,16.47,1.4,55.73
2021-01-20,US DOLLAR,379.5,16.47,1.4,56.18
2021-01-21,US DOLLAR,379.5,16.47,1.4,55.77
2021-01-22,US DOLLAR,379.5,16.47,1.4,55.31
2021-01-25,US DOLLAR,379.5,16.47,1.4,55.13
2021-01-26,US DOLLAR,379.5,16.47,1.4,55.41
2021-01-27,US DOLLAR,379.5,16.47,1.4,55.74
2021-01-28,US DOLLAR,379.5,16.47,1.4,55.17
2021-01-29,US DOLLAR,379.5,16.47,1.4,55.16
2021-02-01,US DOLLAR,379.5,17.33,1.7,55.8
2021-02-02,US DOLLAR,379.5,17.33,1.7,57.81
2021-02-03,US DOLLAR,379.5,17.33,1.7,58.61
2021-02-04,US DOLLAR,379.5,17.33,1.7,59.05
2021-02-05,US DOLLAR,379.5,17.33,1.7,60.2
2021-02-08,US DOLLAR,379.5,17.33,1.7,60.33
2021-02-09,US DOLLAR,379.5,17.33,1.7,60.91
2021-02-10,US DOLLAR,379.5,17.33,1.7,61.59
2021-02-11,US DOLLAR,379.5,17.33,1.7,61.37
2021-02-12,US DOLLAR,379.5,17.33,1.7,62.21
2021-02-15,US DOLLAR,379.5,17.33,1.7,64.3
2021-02-16,US DOLLAR,379.5,17.33,1.7,63.91
2021-02-17,US DOLLAR,379.5,17.33,1.7,64.71
2021-02-18,US DOLLAR,379.5,17.33,1.7,65.01
2021-02-19,US DOLLAR,379.5,17.33,1.7,63.95
2021-02-22,US DOLLAR,379.5,17.33,1.7,64.3
2021-02-23,US DOLLAR,379.5,17.33,1.7,65.18
2021-02-24,US DOLLAR,379.5,17.33,1.7,66.71
2021-02-25,US DOLLAR,379.5,17.33,1.7,67.15
2021-02-26,US DOLLAR,379.5,17.33,1.7,66.07
2021-03-01,US DOLLAR,379.5,18.17,2.6,65.75
2021-03-02,US DOLLAR,379.5,18.17,2.6,63.89
2021-03-03,US DOLLAR,379.5,18.17,2.6,64.64
2021-03-04,US DOLLAR,379.5,18.17,2.6,67.73
2021-03-05,US DOLLAR,379.5,18.17,2.6,69.37
2021-03-08,US DOLLAR,379.5,18.17,2.6,68.7
2021-03-09,US DOLLAR,379.5,18.17,2.6,67.16
2021-03-10,US DOLLAR,379.5,18.17,2.6,66.9
2021-03-11,US DOLLAR,379.5,18.17,2.6,69.35
2021-03-12,US DOLLAR,379.5,18.17,2.6,69.41
2021-03-15,US DOLLAR,379.5,18.17,2.6,68.71
2021-03-16,US DOLLAR,379.5,18.17,2.6,67.85
2021-03-17,US DOLLAR,379.5,18.17,2.6,67.34
2021-03-18,US DOLLAR,379.5,18.17,2.6,65.03
2021-03-19,US DOLLAR,379.5,18.17,2.6,63.44
2021-03-22,US DOLLAR,379.5,18.17,2.6,63.79
2021-03-23,US DOLLAR,379.5,18.17,2.6,61.71
2021-03-24,US DOLLAR,379.5,18.17,2.6,63.66
2021-03-25,US DOLLAR,379.5,18.17,2.6,61.39
2021-03-26,US DOLLAR,379.5,18.17,2.6,63.85
2021-03-29,US DOLLAR,379.5,18.17,2.6,63.24
2021-03-30,US DOLLAR,379.5,18.17,2.6,63.4
2021-03-31,US DOLLAR,379.5,18.17,2.6,62.98
2021-04-06,US DOLLAR,379.5,18.12,4.2,62.15
2021-04-07,US DOLLAR,379.5,18.12,4.2,60.65
2021-04-08,US DOLLAR,379.5,18.12,4.2,61.53
2021-04-09,US DOLLAR,379.5,18.12,4.2,61.86
2021-04-12,US DOLLAR,379.5,18.12,4.2,62.48
2021-04-13,US DOLLAR,379.5,18.12,4.2,62.83
2021-04-14,US DOLLAR,379.5,18.12,4.2,65.59
2021-04-15,US DOLLAR,379.5,18.12,4.2,65.55
2021-04-16,US DOLLAR,379.5,18.12,4.2,65.74
2021-04-19,US DOLLAR,379.5,18.12,4.2,66.19
2021-04-20,US DOLLAR,379.5,18.12,4.2,64.25
2021-04-21,US DOLLAR,379.5,18.12,4.2,64.36
2021-04-22,US DOLLAR,379.5,18.12,4.2,64.92
2021-04-23,US DOLLAR,379.5,18.12,4.2,65.42
2021-04-26,US DOLLAR,379.5,18.12,4.2,64.98
2021-04-27,US DOLLAR,379.5,18.12,4.2,65.12
2021-04-28,US DOLLAR,379.5,18.12,4.2,66.69
2021-04-29,US DOLLAR,379.5,18.12,4.2,67.2
2021-04-30,US DOLLAR,379.5,18.12,4.2,66.84
2021-05-04,US DOLLAR,379.5,17.93,5.0,68.37
2021-05-05,US DOLLAR,379.5,17.93,5.0,69.59
2021-05-06,US DOLLAR,379.5,17.93,5.0,68.28
2021-05-07,US DOLLAR,379.5,17.93,5.0,67.82
2021-05-10,US DOLLAR,379.5,17.93,5.0,67.58
2021-05-21,US DOLLAR,410.5,17.93,5.0,66.1
2021-05-24,US DOLLAR,409.75,17.93,5.0,67.49
2021-05-25,US DOLLAR,409.75,17.93,5.0,67.88
2021-05-26,US DOLLAR,409.75,17.93,5.0,68.13
2021-05-27,US DOLLAR,409.5,17.93,5.0,68.21
2021-05-28,US DOLLAR,409.5,17.93,5.0,68.59
2021-06-01,US DOLLAR,409.5,17.75,5.4,69.26
2021-06-02,US DOLLAR,409.72,17.75,5.4,69.39
2021-06-03,US DOLLAR,409.7,17.75,5.4,69.33
2021-06-04,US DOLLAR,409.68,17.75,5.4,70.45
2021-06-07,US DOLLAR,409.67,17.75,5.4,70.23
2021-06-08,US DOLLAR,409.65,17.75,5.4,70.6
2021-06-09,US DOLLAR,409.64,17.75,5.4,71.45
2021-06-10,US DOLLAR,409.63,17.75,5.4,71.61
2021-06-11,US DOLLAR,409.63,17.75,5.4,72.06
2021-06-15,US DOLLAR,409.62,17.75,5.4,73.46
2021-06-16,US DOLLAR,409.72,17.75,5.4,74.79
2021-06-17,US DOLLAR,409.71,17.75,5.4,73.27
2021-06-18,US DOLLAR,409.7,17.75,5.4,74.22
2021-06-21,US DOLLAR,409.7,17.75,5.4,74.99
2021-06-22,US DOLLAR,409.69,17.75,5.4,75.92
2021-06-23,US DOLLAR,409.68,17.75,5.4,76.86
2021-06-24,US DOLLAR,409.67,17.75,5.4,76.91
2021-06-25,US DOLLAR,409.67,17.75,5.4,77.31
2021-06-28,US DOLLAR,409.66,17.75,5.4,76.48
2021-06-29,US DOLLAR,409.66,17.75,5.4,76.53
2021-06-30,US DOLLAR,409.66,17.75,5.4,78.01
2021-07-01,US DOLLAR,409.66,17.38,5.4,77.76
2021-07-02,US DOLLAR,409.66,17.38,5.4,78.55
2021-07-05,US DOLLAR,409.63,17.38,5.4,79.18
2021-07-06,US DOLLAR,409.62,17.38,5.4,77.17
2021-07-07,US DOLLAR,409.62,17.38,5.4,75.05
2021-07-08,US DOLLAR,409.61,17.38,5.4,75.55
2021-07-09,US DOLLAR,409.61,17.38,5.4,78.41
2021-07-12,US DOLLAR,409.61,17.38,5.4,77.88
2021-07-13,US DOLLAR,409.61,17.38,5.4,77.74
2021-07-14,US DOLLAR,409.63,17.38,5.4,77.99
2021-07-15,US DOLLAR,409.63,17.38,5.4,76.35
2021-07-16,US DOLLAR,409.63,17.38,5.4,75.39
2021-07-19,US DOLLAR,409.63,17.38,5.4,70.69
2021-07-22,US DOLLAR,409.64,17.38,5.4,74.06
2021-07-26,US DOLLAR,409.65,17.38,5.4,75.19
2021-07-27,US DOLLAR,409.66,17.38,5.4,75.47
2021-07-28,US DOLLAR,409.66,17.38,5.4,75.54
2021-07-29,US DOLLAR,409.66,17.38,5.4,76.33
2021-07-30,US DOLLAR,409.6,17.38,5.4,77.07
2021-08-02,US DOLLAR,409.6,17.01,5.3,74.53
2021-08-03,US DOLLAR,409.61,17.01,5.3,73.5
2021-08-04,US DOLLAR,409.61,17.01,5.3,71.79
2021-08-05,US DOLLAR,409.61,17.01,5.3,72.25
2021-08-06,US DOLLAR,409.61,17.01,5.3,71.67
2021-08-09,US DOLLAR,409.62,17.01,5.3,69.29
2021-08-10,US DOLLAR,409.62,17.01,5.3,71.32
2021-08-11,US DOLLAR,409.62,17.01,5.3,70.54
2021-08-12,US DOLLAR,409.62,17.01,5.3,71.61
2021-08-13,US DOLLAR,409.61,17.01,5.3,71.35
2021-08-16,US DOLLAR,409.61,17.01,5.3,70.0
2021-08-17,US DOLLAR,409.61,17.01,5.3,70.19
2021-08-18,US DOLLAR,409.6,17.01,5.3,69.65
2021-08-19,US DOLLAR,409.63,17.01,5.3,66.18
2021-08-20,US DOLLAR,409.63,17.01,5.3,65.93
2021-08-23,US DOLLAR,409.66,17.01,5.3,68.6
2021-08-24,US DOLLAR,409.69,17.01,5.3,70.47
2021-08-25,US DOLLAR,409.71,17.01,5.3,70.98
2021-08-26,US DOLLAR,409.73,17.01,5.3,70.43
2021-08-27,US DOLLAR,409.76,17.01,5.3,71.25
2021-08-31,US DOLLAR,409.82,17.01,5.3,73.18
2021-09-01,US DOLLAR,409.85,16.63,5.4,70.78
2021-09-02,US DOLLAR,409.87,16.63,5.4,73.53
2021-09-03,US DOLLAR,409.9,16.63,5.4,73.04
2021-09-06,US DOLLAR,409.91,16.63,5.4,72.13
2021-09-07,US DOLLAR,409.92,16.63,5.4,71.13
2021-09-08,US DOLLAR,409.95,16.63,5.4,71.89
